Price,sqft,bedrooms,bathrooms,lot_size,area,area_n
393923,2982,5,3,13675,Suburbs,3
393534,3166,2,2,13845,Suburbs,3
423085,2935,3,3.5,15466,Downtown,2
402183,3025,6,1,7347,Downtown,2
393863,2989,7,1.5,9364,Suburbs,3
382726,2867,3,1.5,17966,Downtown,2
405964,3082,6,4,16784,Uptown,1
368411,2965,5,3.5,16569,Uptown,1
426884,2890,3,3.5,23262,Suburbs,3
401130,2917,5,3.5,17000,Suburbs,3
422261,3044,4,2,18415,Suburbs,3
405854,3007,6,2,16495,Suburbs,3
389108,3097,5,1.5,18223,Suburbs,3
398309,2868,6,1,9357,Downtown,2
353390,3023,6,1.5,12413,Uptown,1
375159,2802,3,3.5,9535,Suburbs,3
317586,2956,4,1.5,14989,Uptown,1
460266,3137,6,2.5,22487,Suburbs,3
428912,3083,7,2.5,20380,Suburbs,3
385771,3049,1,2,16517,Downtown,2
312542,2898,6,1,9456,Uptown,1
400370,2784,2,2.5,23740,Downtown,2
443756,3166,5,3,19132,Downtown,2
341500,2949,6,1.5,8566,Uptown,1
402336,3017,1,2.5,12074,Downtown,2
450438,3016,5,3.5,13906,Downtown,2
449449,3115,3,4,18382,Downtown,2
368187,3091,6,3,10910,Uptown,1
381313,3040,2,2.5,12738,Downtown,2
373683,3026,2,2,13188,Downtown,2
362026,2934,6,1.5,17993,Uptown,1
456565,2927,6,4,8990,Downtown,2
358098,2876,6,3,8243,Uptown,1
468611,3081,7,3,17466,Downtown,2
324407,2967,1,3,18174,Uptown,1
500145,3041,7,4,22824,Downtown,2
365651,2878,3,1.5,18144,Suburbs,3
327027,2949,4,1.5,12669,Uptown,1
373390,3048,1,1.5,14873,Downtown,2
392886,2940,3,3,10974,Suburbs,3
426221,2979,5,2,13938,Downtown,2
404622,3130,5,1.5,13613,Suburbs,3
456587,3101,5,3,14954,Downtown,2
375213,2932,2,2.5,19760,Downtown,2
304291,3108,2,1,13895,Uptown,1
427643,3081,7,1.5,14421,Downtown,2
355588,3064,1,1.5,13992,Suburbs,3
383374,3047,6,3.5,12622,Uptown,1
353036,2811,5,1,14560,Suburbs,3
457949,2998,7,3.5,14062,Downtown,2
394211,2894,2,2.5,14012,Downtown,2
387079,3049,1,3.5,13539,Downtown,2
360686,2969,5,3,18040,Uptown,1
411695,2964,6,2.5,16008,Suburbs,3
301796,2995,3,2,6445,Uptown,1
436375,3093,5,1.5,24866,Downtown,2
391716,2846,6,1.5,12357,Suburbs,3
315828,3061,5,1.5,13221,Uptown,1
448450,3042,5,2,19713,Downtown,2
438414,2870,4,4,10973,Downtown,2
363762,2781,6,1,12594,Suburbs,3
355524,2898,6,1.5,22093,Uptown,1
323240,2959,1,4,11389,Uptown,1
426971,3087,5,4,8704,Suburbs,3
376950,3024,4,1.5,14449,Suburbs,3
391217,2950,2,3.5,14248,Suburbs,3
403194,2910,6,1.5,10357,Downtown,2
355646,3032,3,4,13963,Uptown,1
287836,2785,5,1.5,11234,Uptown,1
428175,3090,5,1.5,15921,Downtown,2
423586,3091,6,2,9976,Downtown,2
400497,2885,5,3,15593,Suburbs,3
345987,2948,1,2.5,13379,Suburbs,3
384394,2952,4,2,19230,Suburbs,3
455026,2950,7,3,11164,Downtown,2
402872,2998,4,2,13215,Downtown,2
340646,2950,7,2,18593,Uptown,1
332819,2946,5,2,12547,Uptown,1
477391,3146,5,3.5,14705,Downtown,2
406522,3012,6,3,9920,Suburbs,3
395299,3007,5,1.5,6348,Downtown,2
410181,3089,5,2.5,12192,Suburbs,3
416922,2911,5,2.5,14835,Downtown,2
427379,2957,2,4,13245,Downtown,2
377046,2953,4,1.5,13508,Suburbs,3
415954,2854,6,3.5,14783,Suburbs,3
439327,3168,6,2.5,15249,Downtown,2
386375,2993,2,2,16456,Downtown,2
464838,2859,6,4,18326,Downtown,2
406338,3117,1,3,12925,Downtown,2
496092,3339,7,3,20870,Downtown,2
366673,3132,6,2,22993,Uptown,1
429192,3142,5,2,23288,Suburbs,3
333445,2969,6,2,5873,Uptown,1
421866,2890,7,3,13632,Downtown,2
426363,3019,5,1.5,15920,Downtown,2
388520,2972,1,4,9955,Suburbs,3
474269,3066,5,3.5,20066,Downtown,2
366232,3028,4,3.5,16818,Uptown,1
397938,3083,2,3,11208,Downtown,2
310791,3114,1,1.5,21616,Uptown,1
401987,2969,4,2,17107,Downtown,2
379989,2983,5,3.5,15088,Uptown,1
405340,2952,3,3.5,18589,Suburbs,3
399103,2829,2,4,10884,Downtown,2
461191,3100,4,4,17172,Downtown,2
349735,3090,2,2.5,11725,Suburbs,3
425871,2835,7,2.5,16026,Suburbs,3
408671,3190,4,1.5,23900,Downtown,2
407724,3171,2,4,11221,Suburbs,3
375486,3103,2,1.5,19030,Suburbs,3
359098,3024,1,2,8809,Downtown,2
372091,2847,3,2,16134,Suburbs,3
393125,2997,2,2,16333,Downtown,2
371285,2977,1,1,13342,Downtown,2
405200,2989,7,4,18933,Uptown,1
462196,2944,6,3,18414,Downtown,2
378893,2881,5,1,13150,Downtown,2
424180,3060,3,3,16150,Downtown,2
440630,2979,3,3,21908,Downtown,2
319351,3085,1,2,18069,Uptown,1
382062,2791,6,4,7908,Uptown,1
416452,3066,2,3.5,16626,Suburbs,3
391368,2936,3,2.5,17844,Suburbs,3
411886,2972,3,3.5,19108,Suburbs,3
439853,3040,7,2.5,10945,Downtown,2
417922,3005,7,1.5,19827,Suburbs,3
388660,2972,5,1.5,11977,Downtown,2
406910,2896,2,3,13083,Downtown,2
423181,2933,7,1,20288,Downtown,2
371284,2981,3,1.5,18620,Suburbs,3
424675,3079,3,2,23399,Downtown,2
400168,3015,2,3,22121,Suburbs,3
347631,2787,6,2.5,20595,Uptown,1
472420,3213,6,4,12562,Downtown,2
335516,2960,6,1.5,12869,Uptown,1
408639,3131,4,2,14695,Downtown,2
395149,2970,2,3,20121,Suburbs,3
368797,2991,3,4,17188,Uptown,1
387576,2935,3,1.5,12453,Downtown,2
430945,2878,3,3.5,16124,Downtown,2
399582,2957,1,2.5,16911,Downtown,2
413342,2891,2,3.5,13378,Downtown,2
405599,3016,5,1.5,13764,Downtown,2
373417,3038,6,3,15428,Uptown,1
434780,3031,5,2,14064,Downtown,2
316938,2914,3,2,18550,Uptown,1
374066,2968,4,4,12117,Uptown,1
274583,3023,1,1.5,11299,Uptown,1
299144,3031,2,1,18350,Uptown,1
398229,3066,2,3,20051,Suburbs,3
298964,3082,3,1,11166,Uptown,1
368979,3026,2,1,17659,Suburbs,3
439711,3088,6,3.5,15399,Suburbs,3
435022,3025,7,1.5,16387,Downtown,2
384199,2837,2,3.5,11699,Suburbs,3
440192,3044,6,4,8424,Downtown,2
392064,3010,4,1,15415,Downtown,2
427779,3233,2,3.5,18081,Downtown,2
327322,3123,2,2,13048,Uptown,1
338006,3035,4,2.5,8963,Uptown,1
449850,3126,4,3,20448,Downtown,2
367888,3159,3,3.5,11132,Uptown,1
415278,2993,2,3,14620,Downtown,2
392966,2986,6,4,15996,Uptown,1
353054,2904,2,2.5,18232,Suburbs,3
430478,3052,5,3,16401,Downtown,2
400541,2957,2,2.5,20032,Downtown,2
365598,2873,5,2,14864,Suburbs,3
379825,3035,3,2.5,14030,Suburbs,3
406307,3023,4,2.5,14200,Downtown,2
398147,2948,3,4,15480,Suburbs,3
393744,2950,2,2.5,20109,Downtown,2
430088,3005,6,3,13188,Downtown,2
413040,3166,3,1.5,19443,Downtown,2
432548,2924,6,2,23772,Downtown,2
308308,3026,2,2.5,16342,Uptown,1
447537,2982,4,4,17095,Downtown,2
452019,3059,6,3,16029,Downtown,2
377117,2921,2,2.5,18983,Suburbs,3
430074,2972,3,2.5,17326,Downtown,2
402203,3058,4,2,15278,Downtown,2
396401,3028,6,2.5,14489,Suburbs,3
449584,2896,6,3.5,21219,Downtown,2
376605,3004,3,1.5,14863,Downtown,2
318227,3102,3,2,9422,Uptown,1
387173,2970,5,3,6255,Suburbs,3
338213,2937,5,1,14518,Uptown,1
400467,3028,4,2,15430,Downtown,2
409024,3041,6,1.5,10078,Downtown,2
434251,3170,5,1.5,21249,Downtown,2
376329,2834,2,2,10762,Downtown,2
398101,2937,7,3.5,16040,Uptown,1
377261,3128,5,2.5,13571,Uptown,1
367228,3059,5,2.5,14460,Uptown,1
439061,2995,4,3,16019,Downtown,2
486522,2945,7,4,23398,Downtown,2
403049,3205,1,2,18342,Downtown,2
375417,2830,3,3,15418,Suburbs,3
341653,2941,1,3.5,18635,Uptown,1
395521,2944,2,2,13664,Downtown,2
449804,3007,6,3.5,18293,Suburbs,3
301665,2904,3,1.5,10956,Uptown,1
366106,2854,3,1.5,9823,Downtown,2
405487,3024,3,2,14560,Downtown,2
290841,2908,2,1.5,18969,Uptown,1
339246,3104,4,2,12944,Uptown,1
413612,3153,7,2.5,10839,Suburbs,3
410344,3004,2,3.5,20749,Suburbs,3
392742,2817,3,1,16150,Downtown,2
397267,3054,4,2,14936,Suburbs,3
340813,2855,6,2,17472,Uptown,1
415151,2853,6,2.5,12338,Downtown,2
429307,2984,6,1,16142,Downtown,2
353746,2799,3,2,14897,Suburbs,3
376061,3117,4,3.5,11529,Uptown,1
366267,3031,1,2,10075,Downtown,2
332707,2924,4,1.5,13293,Uptown,1
362150,3022,3,1.5,15790,Suburbs,3
424353,2994,7,2.5,14728,Downtown,2
428915,3032,3,3,15883,Downtown,2
358574,3066,5,3,12823,Uptown,1
309466,3175,2,1.5,12518,Uptown,1
458770,3096,4,3,23685,Downtown,2
357066,3055,3,3,12780,Uptown,1
451474,3055,4,4,12769,Downtown,2
415845,3239,2,3,11040,Downtown,2
439203,3035,5,3,12748,Downtown,2
402044,2988,4,1.5,7680,Downtown,2
396601,3226,2,2,13897,Downtown,2
368542,2969,6,3,9745,Uptown,1
450064,3053,6,2.5,14269,Downtown,2
368736,2872,1,2,16482,Downtown,2
450691,2891,6,3.5,11637,Downtown,2
419653,2893,5,2.5,11171,Downtown,2
393092,3045,1,2,15458,Downtown,2
382674,3184,4,3.5,17134,Uptown,1
384951,2905,3,1.5,15382,Downtown,2
397621,2917,6,3.5,19069,Uptown,1
401563,3081,5,2,12060,Downtown,2
366074,2967,4,3.5,12953,Uptown,1
332702,2970,3,3.5,11617,Uptown,1
367849,3118,5,2,17837,Uptown,1
382956,2951,2,3,14149,Suburbs,3
392148,2925,5,3,28180,Uptown,1
390753,2967,7,3,14581,Uptown,1
357395,3176,4,3,13094,Uptown,1
400789,2891,4,1.5,19163,Downtown,2
426010,2929,5,2,18487,Downtown,2
342835,2982,2,3.5,14585,Uptown,1
445063,3140,6,2,14359,Downtown,2
369768,2863,5,1.5,9306,Suburbs,3
374791,3023,4,3.5,13186,Uptown,1
398426,3029,2,3.5,14962,Suburbs,3
449324,3042,4,3,16070,Downtown,2
362886,3056,6,2.5,12387,Uptown,1
415296,3024,5,3.5,13571,Suburbs,3
432058,3025,4,3.5,12213,Downtown,2
396178,2800,5,2,9898,Downtown,2
425936,3006,5,2,9820,Downtown,2
421786,2895,2,3,25648,Downtown,2
418676,2887,2,3,17130,Downtown,2
362141,2999,4,2.5,21126,Uptown,1
432436,3097,4,3.5,20198,Suburbs,3
412083,2971,6,2,11224,Downtown,2
382631,3076,6,2.5,16058,Uptown,1
457700,3140,6,3.5,15141,Suburbs,3
430741,3113,5,1.5,21162,Downtown,2
358001,2988,6,1,23982,Uptown,1
356544,3027,4,3,11114,Uptown,1
365691,3019,4,3.5,11586,Uptown,1
352595,3093,3,3.5,10119,Uptown,1
394159,3042,1,2,19394,Downtown,2
361444,3040,2,3.5,21443,Uptown,1
370848,2941,5,3,14188,Uptown,1
433808,2990,6,2.5,23616,Suburbs,3
263800,2719,1,1.5,15992,Uptown,1
314204,2958,4,2.5,4952,Uptown,1
321004,3059,5,1,14906,Uptown,1
392284,3090,4,1.5,9242,Downtown,2
414960,3052,6,1.5,7274,Downtown,2
352896,2977,1,2.5,8730,Suburbs,3
415409,2763,5,3,13441,Downtown,2
386156,2937,6,1.5,10801,Suburbs,3
467177,3275,6,2,17760,Downtown,2
403964,2856,5,3,12473,Downtown,2
410423,2902,6,1.5,13380,Downtown,2
365696,3020,1,2,12016,Downtown,2
425226,2939,4,2,19155,Downtown,2
438748,2995,2,3.5,18950,Downtown,2
408216,3037,2,3.5,9486,Downtown,2
397000,3171,2,1.5,19524,Downtown,2
406615,3000,3,1.5,20288,Downtown,2
434979,2905,5,3,16097,Downtown,2
350196,2938,5,1,8894,Suburbs,3
426584,2898,1,4,12534,Downtown,2
388780,3037,4,1,11069,Downtown,2
387365,2963,1,1.5,21266,Downtown,2
445069,2915,5,3,12353,Downtown,2
390241,3002,3,2,12917,Downtown,2
421670,2948,2,4,10882,Downtown,2
397832,3032,7,3,16520,Uptown,1
420113,3011,7,1,19115,Suburbs,3
415471,3275,2,2.5,13745,Downtown,2
412658,2910,5,2.5,14564,Downtown,2
437511,2969,5,2.5,21674,Downtown,2
369891,3111,6,2,18446,Uptown,1
381135,2899,6,2,14669,Suburbs,3
359020,2823,1,1.5,21938,Downtown,2
387109,3026,4,1,12349,Downtown,2
389487,2995,2,3.5,13806,Suburbs,3
449075,3059,6,3,9563,Downtown,2
410306,3027,6,1,14107,Downtown,2
438113,3117,6,2,11357,Downtown,2
425540,3100,7,1,15063,Downtown,2
416857,3022,3,3,14338,Downtown,2
373412,3004,3,3.5,9355,Suburbs,3
406614,3107,3,2.5,22010,Suburbs,3
406546,3049,6,1,15335,Suburbs,3
442163,2937,3,3.5,15354,Downtown,2
452488,3046,4,4,14136,Downtown,2
410285,3057,3,3.5,14243,Suburbs,3
435861,3164,5,3,6799,Downtown,2
383165,3112,5,2.5,12486,Uptown,1
373418,3159,1,1,13998,Downtown,2
443643,3085,2,3.5,21732,Downtown,2
358944,3046,2,1,10037,Downtown,2
362972,3018,2,2.5,14997,Suburbs,3
434856,2861,5,3.5,12134,Downtown,2
386783,2856,1,2,16771,Downtown,2
449039,3015,5,3.5,11347,Downtown,2
318082,3032,3,1.5,11028,Uptown,1
406717,3120,3,3.5,15643,Suburbs,3
383904,2872,4,2,10783,Downtown,2
427935,2970,7,3.5,13524,Suburbs,3
355539,2974,7,3,5340,Uptown,1
357976,2873,3,2.5,13022,Suburbs,3
392302,3121,2,2.5,10469,Downtown,2
380529,3057,6,3,18488,Uptown,1
378959,3157,4,1,16603,Suburbs,3
427838,2979,3,3.5,11985,Downtown,2
432690,3209,2,3.5,12254,Downtown,2
438691,2928,6,2,18339,Downtown,2
474969,3159,6,2.5,22037,Downtown,2
361379,2963,2,1.5,11740,Downtown,2
406358,2949,3,3,12738,Downtown,2
390093,3089,5,1.5,15497,Suburbs,3
432550,2883,4,3.5,21916,Downtown,2
375082,3187,6,1.5,24576,Uptown,1
454543,2941,7,2.5,17413,Downtown,2
340441,3036,3,1,15800,Suburbs,3
394265,2946,2,3,12749,Downtown,2
346963,2976,2,1.5,6234,Downtown,2
325968,2996,1,4,11885,Uptown,1
418450,3101,1,4,13767,Downtown,2
426572,3085,2,3.5,14617,Downtown,2
337534,3207,4,2,11063,Uptown,1
429304,3072,5,3.5,15217,Suburbs,3
425311,3114,4,4,14165,Suburbs,3
324447,2896,4,2.5,12318,Uptown,1
413489,2961,7,1.5,13814,Downtown,2
495782,3236,6,3.5,20130,Downtown,2
313213,3039,4,1.5,10668,Uptown,1
436417,2963,6,2.5,20153,Suburbs,3
390207,3004,4,3,10716,Suburbs,3
394714,3092,2,4,11680,Suburbs,3
420158,3014,5,1.5,19854,Downtown,2
402857,3041,7,2.5,5932,Suburbs,3
331130,2870,4,2,17487,Uptown,1
382576,2961,2,1.5,20118,Downtown,2
301335,3012,1,1.5,19120,Uptown,1
474130,3047,7,4,11239,Downtown,2
477396,2958,6,3.5,20421,Downtown,2
340730,2837,1,2,13970,Suburbs,3
424731,2955,6,2.5,15129,Suburbs,3
456036,2986,6,3.5,13943,Suburbs,3
410763,2910,5,1.5,13432,Downtown,2
399506,2876,3,2.5,21747,Downtown,2
389172,2959,4,1.5,16467,Downtown,2
380365,2971,4,4,17863,Uptown,1
425193,2966,1,4,11821,Downtown,2
447291,2889,3,4,17741,Downtown,2
452467,2926,7,3,17329,Downtown,2
375547,3265,4,3,14164,Uptown,1
435234,3004,3,3.5,13351,Downtown,2
397602,2909,3,2.5,13436,Downtown,2
386524,2936,7,3.5,15555,Uptown,1
373737,3116,7,3,14886,Uptown,1
420040,2970,4,3,19559,Suburbs,3
463392,3072,5,3,20372,Downtown,2
343307,3006,3,3,12141,Uptown,1
401329,3031,5,1.5,12192,Downtown,2
427313,3013,2,3,19006,Downtown,2
462936,2995,6,4,15854,Downtown,2
388540,3021,1,3,12863,Downtown,2
408194,2879,3,2,14687,Downtown,2
402897,3195,2,1.5,21694,Downtown,2
384904,3118,3,1.5,10805,Downtown,2
366924,3040,6,2,9070,Uptown,1
436440,3030,5,2,19390,Downtown,2
439912,3019,3,3.5,14335,Downtown,2
423563,3002,4,2,19129,Downtown,2
335910,3064,3,1.5,20858,Uptown,1
419868,2984,1,3.5,14792,Downtown,2
473211,3062,7,3.5,15858,Downtown,2
440537,3100,6,1.5,16544,Downtown,2
406701,3039,6,2,9610,Downtown,2
399147,3049,2,1.5,22486,Downtown,2
398310,3015,3,2,16957,Downtown,2
393600,2951,5,2,19404,Suburbs,3
356863,3011,5,2,22965,Uptown,1
377409,2985,1,3,15303,Downtown,2
377244,2975,4,1.5,12694,Downtown,2
370590,2839,5,2,10538,Suburbs,3
388754,2988,2,2,16559,Downtown,2
428327,3037,6,2,17172,Downtown,2
404616,3140,2,1.5,16406,Downtown,2
406086,2940,5,1,7381,Downtown,2
466432,3136,7,3,13551,Downtown,2
443093,2967,6,3,15727,Downtown,2
446394,2968,7,1.5,12629,Downtown,2
362339,3024,1,1.5,15192,Suburbs,3
424442,2814,6,4,10998,Suburbs,3
381898,2983,6,2,12559,Suburbs,3
408057,2923,5,1.5,11514,Downtown,2
399667,3125,3,3,18772,Suburbs,3
390476,2906,4,2,9567,Downtown,2
436053,2973,7,2.5,23695,Suburbs,3
352454,3038,2,1.5,19068,Suburbs,3
359754,3057,2,1.5,20254,Suburbs,3
419462,3078,2,3.5,11771,Downtown,2
334454,3263,4,2,14438,Uptown,1
437719,2949,5,3.5,12060,Downtown,2
487910,3098,7,4,16296,Downtown,2
371132,3114,5,3,12672,Uptown,1
368150,2908,4,1.5,23487,Suburbs,3
358130,2892,2,3.5,18579,Uptown,1
440107,3116,2,3,19621,Downtown,2
424481,2917,1,3.5,23740,Downtown,2
395547,2829,4,1.5,18239,Downtown,2
339225,2871,6,2.5,12506,Uptown,1
382738,2859,3,3,14695,Suburbs,3
438316,2971,3,3.5,11840,Downtown,2
447759,2890,4,3.5,19643,Downtown,2
447770,3376,3,3.5,14464,Suburbs,3
412641,3154,5,2,17326,Suburbs,3
436793,2981,7,1.5,14986,Downtown,2
337646,3039,2,2.5,12246,Uptown,1
351843,3074,6,2,15727,Uptown,1
426043,2963,4,4,13893,Suburbs,3
476370,3084,6,3.5,13670,Downtown,2
443407,3043,6,3,14769,Suburbs,3
353452,3034,5,1.5,21557,Uptown,1
485388,3030,7,3,23597,Downtown,2
437261,2978,7,3,8916,Suburbs,3
354235,3139,2,1.5,11303,Suburbs,3
418757,3067,6,2.5,4365,Downtown,2
384127,3105,6,3.5,15144,Uptown,1
332478,2790,7,1,17989,Uptown,1
418008,2965,6,2,10352,Downtown,2
358266,3025,3,1,15241,Suburbs,3
411049,2893,6,1,16445,Downtown,2
325546,2946,6,1,12803,Uptown,1
371585,3158,2,1,13984,Downtown,2
358167,3004,5,3.5,17498,Uptown,1
399008,3056,6,2,13442,Suburbs,3
391686,2913,7,3.5,12686,Uptown,1
303223,3062,2,1,15622,Uptown,1
477244,3093,6,3.5,12711,Downtown,2
408631,3020,7,1,12263,Downtown,2
435968,3001,7,2,9733,Downtown,2
401400,3071,1,2.5,14449,Downtown,2
409423,2941,6,2.5,12076,Suburbs,3
387229,3080,6,3.5,10804,Uptown,1
437669,2881,4,3.5,15616,Downtown,2
364253,2970,4,2,9165,Suburbs,3
350601,2990,5,1.5,18942,Uptown,1
457299,3034,7,3.5,10019,Downtown,2
417072,3059,2,3.5,21756,Suburbs,3
445642,3012,5,3.5,13588,Downtown,2
396941,3059,3,1.5,19570,Downtown,2
379275,3075,6,2.5,14778,Uptown,1
412912,2917,5,2.5,15596,Downtown,2
351419,2922,1,2,15036,Suburbs,3
388848,3028,6,3,17373,Uptown,1
356171,3049,4,3.5,13042,Uptown,1
403166,2951,5,3,14993,Suburbs,3
357532,2972,7,2,14766,Uptown,1
373213,2891,7,2,22964,Uptown,1
398164,3135,6,3.5,22672,Uptown,1
333648,3011,1,3.5,13494,Uptown,1
427970,3126,5,1,20099,Downtown,2
460257,3022,7,2,18433,Downtown,2
349453,2849,2,2,9812,Suburbs,3
365395,2904,2,1.5,15441,Downtown,2
406685,3058,4,2.5,19376,Suburbs,3
356111,2992,4,3,12441,Uptown,1
393596,3206,5,2.5,18803,Uptown,1
337588,2824,2,3,21746,Uptown,1
385546,3043,6,2,20017,Uptown,1
368847,3014,2,2.5,11163,Suburbs,3
392720,2920,6,1.5,10292,Suburbs,3
394234,2874,4,3,19581,Suburbs,3
428371,3020,4,4,18422,Suburbs,3
396822,3111,6,2,10951,Suburbs,3
406557,3044,5,1.5,8033,Downtown,2
416131,3080,6,1.5,13681,Downtown,2
440415,2978,5,2.5,18626,Downtown,2
342420,2858,4,3,11912,Uptown,1
339424,3122,2,2,19514,Uptown,1
419040,3001,2,3,16421,Downtown,2
441218,3046,3,3.5,26705,Suburbs,3
407353,3011,6,2,9797,Downtown,2
382003,3091,3,3.5,8852,Suburbs,3
294373,2936,1,1.5,12602,Uptown,1
443731,2874,5,3,18705,Downtown,2
366956,2910,2,2.5,13853,Suburbs,3
435307,3139,5,3.5,19001,Suburbs,3
362437,2983,5,2,19502,Uptown,1
386756,2979,2,3,14655,Suburbs,3
451972,3056,7,3.5,11716,Suburbs,3
328875,2999,4,2,13760,Uptown,1
391558,2938,5,2,13086,Suburbs,3
419853,3128,4,1.5,20219,Downtown,2
364115,2923,2,2,17046,Suburbs,3
374169,3236,3,1.5,8130,Suburbs,3
419329,3076,2,4,23895,Suburbs,3
388684,3063,3,2.5,8226,Downtown,2
452809,3140,6,3.5,14570,Suburbs,3
381295,2944,5,2.5,14086,Suburbs,3
369689,3034,2,1.5,7098,Downtown,2
441107,3004,5,4,11960,Downtown,2
415788,2887,7,2,7481,Downtown,2
422176,2945,5,2,16220,Downtown,2
452168,2942,6,3.5,19298,Downtown,2
328892,2943,3,2.5,18311,Uptown,1
318066,3120,1,2.5,14831,Uptown,1
404155,2893,5,2.5,14286,Suburbs,3
334836,3235,2,2.5,11252,Uptown,1
365958,2958,2,1,17468,Downtown,2
373603,2951,6,2,20490,Uptown,1
379141,2974,2,2.5,18102,Suburbs,3
339492,2851,5,3.5,9971,Uptown,1
409675,3084,3,1.5,18380,Downtown,2
414343,3058,3,3.5,3594,Downtown,2
434186,3117,4,2,17458,Downtown,2
413692,3002,4,2.5,9397,Downtown,2
398901,2974,1,3.5,13927,Downtown,2
408530,3099,2,2,17447,Downtown,2
396072,2976,2,1.5,17704,Downtown,2
422620,3004,6,2,11895,Downtown,2
442132,3057,4,3.5,18320,Downtown,2
373373,2876,2,2,12011,Downtown,2
357051,2926,5,2.5,16454,Uptown,1
364072,3045,3,2,17319,Uptown,1
450929,2934,5,2.5,19501,Downtown,2
459223,3113,5,2.5,20751,Downtown,2
358423,2956,4,2,11880,Suburbs,3
332852,2874,4,3,15048,Uptown,1
379185,2874,5,4,14387,Uptown,1
399574,2965,4,3.5,10037,Suburbs,3
392323,2950,1,3,19331,Downtown,2
421988,2947,5,2.5,13065,Downtown,2
415584,3101,5,2.5,21417,Suburbs,3
427985,2876,5,4,7842,Downtown,2
346163,2946,2,1.5,15566,Suburbs,3
303170,2936,2,1.5,15438,Uptown,1
350801,3018,5,3,10874,Uptown,1
400472,3045,3,2,14802,Downtown,2
444928,2850,6,2.5,12096,Downtown,2
382026,3017,4,1.5,7404,Downtown,2
405618,2901,5,1.5,14464,Downtown,2
440604,2990,7,2.5,14442,Downtown,2
369755,2961,2,3.5,10304,Suburbs,3
359186,3057,1,1,15554,Downtown,2
428424,2894,7,1.5,20709,Downtown,2
443872,3119,6,3.5,9116,Downtown,2
316579,2834,4,2,19552,Uptown,1
410609,2931,1,3.5,8679,Downtown,2
403743,2995,7,3.5,21666,Uptown,1
420869,2936,6,1.5,13677,Downtown,2
431237,3144,1,4,7300,Downtown,2
417284,2967,4,1.5,19405,Downtown,2
455572,3039,4,3,27420,Downtown,2
377660,2864,6,3,18216,Uptown,1
419346,2874,6,2,16644,Downtown,2
409134,2962,2,3,16201,Downtown,2
401424,3104,2,2,14173,Downtown,2
322658,2990,6,1.5,10319,Uptown,1
334880,2848,4,2,20480,Uptown,1
413811,3071,1,4,12791,Downtown,2
380439,3060,4,1.5,12300,Downtown,2
396694,3027,1,3.5,6804,Downtown,2
382752,2985,3,2,14341,Suburbs,3
362458,3035,1,2,12589,Suburbs,3
426919,3066,7,1.5,16938,Downtown,2
404396,3177,2,1.5,14975,Downtown,2
409722,2991,5,2.5,11534,Downtown,2
497083,3214,6,4,19099,Downtown,2
423050,3034,4,3,18709,Downtown,2
397354,3099,3,3,8746,Suburbs,3
432029,3092,3,3,17327,Downtown,2
367039,2914,3,2,12506,Suburbs,3
414511,3090,2,3.5,14745,Downtown,2
372367,2922,3,3,13071,Suburbs,3
419446,3048,5,3,15498,Suburbs,3
445548,2928,6,2,20756,Downtown,2
447665,3295,7,1.5,16152,Downtown,2
412068,3018,5,3.5,14648,Suburbs,3
379288,3051,4,3.5,19544,Uptown,1
397717,2968,1,3,12393,Downtown,2
408920,3146,2,2.5,16838,Downtown,2
401644,3072,7,1.5,7585,Suburbs,3
361303,3082,4,3.5,8053,Uptown,1
429215,3095,7,1.5,12152,Downtown,2
388998,2961,3,1.5,12955,Downtown,2
391846,2976,5,2.5,14951,Suburbs,3
354602,3121,2,3.5,16774,Uptown,1
447338,3031,3,4,16653,Downtown,2
423573,3076,2,3.5,19153,Suburbs,3
454768,2886,7,3,20317,Downtown,2
337245,3030,4,3,8013,Uptown,1
364059,2940,4,2,9865,Suburbs,3
295505,3038,1,1.5,14087,Uptown,1
331023,3027,3,2.5,9925,Uptown,1
461297,3085,6,3,19253,Downtown,2
401553,3035,3,1.5,13712,Downtown,2
399392,2945,3,2,12744,Downtown,2
405125,2985,5,2.5,5674,Downtown,2
404963,3142,6,1.5,7482,Downtown,2
474032,3002,6,4,22181,Downtown,2
374250,3092,2,1,12950,Downtown,2
351153,3043,5,2.5,15311,Uptown,1
315729,2896,3,2,14705,Uptown,1
376510,2896,1,3,9413,Downtown,2
430216,3196,3,4,18390,Suburbs,3
331260,2961,3,2,17918,Uptown,1
365932,2897,6,3.5,9593,Uptown,1
409863,2968,2,2.5,21762,Downtown,2
361413,3079,3,3.5,18053,Uptown,1
434453,3053,5,3,15153,Suburbs,3
381162,3016,3,2.5,13805,Suburbs,3
339969,3020,5,3,7162,Uptown,1
365076,2938,6,2.5,16919,Uptown,1
422441,3019,4,2,17302,Downtown,2
355822,2970,2,1,16399,Downtown,2
419031,2941,6,2.5,11705,Downtown,2
387142,3106,5,3.5,15830,Uptown,1
354368,2826,4,3,16609,Uptown,1
433230,2934,3,3,18089,Downtown,2
386127,3222,3,1.5,13568,Suburbs,3
354733,2996,6,2,8266,Uptown,1
359819,2889,2,1,17218,Downtown,2
319814,2946,4,2,12817,Uptown,1
370425,2920,1,2.5,14486,Suburbs,3
406288,3156,5,1.5,7246,Downtown,2
430268,2952,7,1,14924,Downtown,2
